unique_detection_id,emotion,confidence,bbox
33197,neutral,0.8201,"{""x1"": 232, ""y1"": 220, ""x2"": 363, ""y2"": 427}"
33198,neutral,0.8988,"{""x1"": 368, ""y1"": 422, ""x2"": 431, ""y2"": 758}"
33199,sad,0.7207,"{""x1"": 346, ""y1"": 159, ""x2"": 476, ""y2"": 309}"
33200,happy,0.6824,"{""x1"": 718, ""y1"": 315, ""x2"": 842, ""y2"": 551}"
33201,happy,0.7522,"{""x1"": 640, ""y1"": 83, ""x2"": 720, ""y2"": 236}"
33202,neutral,0.6883,"{""x1"": 737, ""y1"": 396, ""x2"": 840, ""y2"": 785}"
33203,happy,0.7447,"{""x1"": 409, ""y1"": 415, ""x2"": 557, ""y2"": 674}"
33204,neutral,0.7336,"{""x1"": 703, ""y1"": 423, ""x2"": 862, ""y2"": 677}"
33205,sad,0.5654,"{""x1"": 416, ""y1"": 436, ""x2"": 534, ""y2"": 638}"
33206,neutral,0.8008,"{""x1"": 748, ""y1"": 106, ""x2"": 811, ""y2"": 350}"
33207,angry,0.9313,"{""x1"": 363, ""y1"": 443, ""x2"": 521, ""y2"": 757}"
33208,happy,0.5599,"{""x1"": 276, ""y1"": 339, ""x2"": 337, ""y2"": 717}"
33209,happy,0.7998,"{""x1"": 251, ""y1"": 329, ""x2"": 390, ""y2"": 681}"
33210,happy,0.8783,"{""x1"": 149, ""y1"": 403, ""x2"": 234, ""y2"": 722}"
33211,neutral,0.9196,"{""x1"": 369, ""y1"": 473, ""x2"": 478, ""y2"": 813}"
33212,happy,0.5659,"{""x1"": 381, ""y1"": 288, ""x2"": 460, ""y2"": 522}"
33213,disgust,0.6624,"{""x1"": 657, ""y1"": 407, ""x2"": 741, ""y2"": 609}"
33214,happy,0.8752,"{""x1"": 663, ""y1"": 450, ""x2"": 842, ""y2"": 772}"
33215,neutral,0.5823,"{""x1"": 418, ""y1"": 285, ""x2"": 589, ""y2"": 550}"
33216,happy,0.7864,"{""x1"": 489, ""y1"": 318, ""x2"": 669, ""y2"": 712}"
33217,happy,0.8016,"{""x1"": 680, ""y1"": 280, ""x2"": 860, ""y2"": 571}"
33218,neutral,0.96,"{""x1"": 148, ""y1"": 220, ""x2"": 285, ""y2"": 397}"
33219,happy,0.834,"{""x1"": 792, ""y1"": 200, ""x2"": 880, ""y2"": 428}"
33220,happy,0.9687,"{""x1"": 86, ""y1"": 313, ""x2"": 227, ""y2"": 534}"
33221,neutral,0.802,"{""x1"": 532, ""y1"": 456, ""x2"": 648, ""y2"": 837}"
33222,neutral,0.5765,"{""x1"": 123, ""y1"": 386, ""x2"": 209, ""y2"": 753}"
33223,happy,0.8703,"{""x1"": 135, ""y1"": 344, ""x2"": 210, ""y2"": 677}"
33224,fear,0.985,"{""x1"": 515, ""y1"": 465, ""x2"": 667, ""y2"": 648}"
33225,neutral,0.804,"{""x1"": 73, ""y1"": 387, ""x2"": 227, ""y2"": 579}"
33226,neutral,0.631,"{""x1"": 585, ""y1"": 478, ""x2"": 760, ""y2"": 674}"
33227,neutral,0.8493,"{""x1"": 758, ""y1"": 386, ""x2"": 925, ""y2"": 711}"
33228,happy,0.6913,"{""x1"": 719, ""y1"": 86, ""x2"": 837, ""y2"": 258}"
33229,disgust,0.9136,"{""x1"": 557, ""y1"": 358, ""x2"": 721, ""y2"": 540}"
33230,neutral,0.9348,"{""x1"": 347, ""y1"": 353, ""x2"": 456, ""y2"": 539}"
33231,happy,0.6569,"{""x1"": 511, ""y1"": 332, ""x2"": 600, ""y2"": 558}"
33232,neutral,0.938,"{""x1"": 184, ""y1"": 201, ""x2"": 316, ""y2"": 576}"
33233,happy,0.5935,"{""x1"": 671, ""y1"": 308, ""x2"": 839, ""y2"": 470}"
33234,happy,0.699,"{""x1"": 217, ""y1"": 122, ""x2"": 305, ""y2"": 496}"
33235,happy,0.6324,"{""x1"": 343, ""y1"": 351, ""x2"": 421, ""y2"": 639}"
33236,neutral,0.5708,"{""x1"": 638, ""y1"": 333, ""x2"": 801, ""y2"": 517}"
33237,disgust,0.7297,"{""x1"": 577, ""y1"": 203, ""x2"": 671, ""y2"": 358}"
33238,neutral,0.6717,"{""x1"": 71, ""y1"": 117, ""x2"": 176, ""y2"": 447}"
33239,neutral,0.7316,"{""x1"": 759, ""y1"": 133, ""x2"": 930, ""y2"": 306}"
33240,neutral,0.6495,"{""x1"": 343, ""y1"": 222, ""x2"": 439, ""y2"": 401}"
33241,happy,0.8246,"{""x1"": 364, ""y1"": 128, ""x2"": 481, ""y2"": 386}"
33242,sad,0.7412,"{""x1"": 105, ""y1"": 203, ""x2"": 225, ""y2"": 367}"
33243,happy,0.7222,"{""x1"": 649, ""y1"": 219, ""x2"": 740, ""y2"": 530}"
33244,neutral,0.5633,"{""x1"": 388, ""y1"": 211, ""x2"": 506, ""y2"": 421}"
33245,neutral,0.6215,"{""x1"": 424, ""y1"": 143, ""x2"": 598, ""y2"": 530}"
33246,neutral,0.6977,"{""x1"": 111, ""y1"": 228, ""x2"": 172, ""y2"": 575}"
33247,neutral,0.7763,"{""x1"": 377, ""y1"": 346, ""x2"": 553, ""y2"": 548}"
33248,happy,0.861,"{""x1"": 638, ""y1"": 425, ""x2"": 812, ""y2"": 819}"
33249,sad,0.6762,"{""x1"": 162, ""y1"": 274, ""x2"": 288, ""y2"": 525}"
33250,neutral,0.6489,"{""x1"": 782, ""y1"": 493, ""x2"": 875, ""y2"": 658}"
33251,neutral,0.662,"{""x1"": 343, ""y1"": 320, ""x2"": 458, ""y2"": 566}"
33252,neutral,0.7312,"{""x1"": 540, ""y1"": 223, ""x2"": 654, ""y2"": 592}"
33253,sad,0.7033,"{""x1"": 669, ""y1"": 230, ""x2"": 770, ""y2"": 523}"
33254,neutral,0.8772,"{""x1"": 377, ""y1"": 462, ""x2"": 503, ""y2"": 751}"
33255,neutral,0.6186,"{""x1"": 626, ""y1"": 235, ""x2"": 779, ""y2"": 632}"
33256,neutral,0.9755,"{""x1"": 182, ""y1"": 266, ""x2"": 292, ""y2"": 549}"
33257,neutral,0.774,"{""x1"": 164, ""y1"": 75, ""x2"": 324, ""y2"": 335}"
33258,neutral,0.647,"{""x1"": 66, ""y1"": 290, ""x2"": 178, ""y2"": 648}"
33259,surprise,0.9721,"{""x1"": 110, ""y1"": 91, ""x2"": 270, ""y2"": 403}"
33260,disgust,0.8831,"{""x1"": 331, ""y1"": 141, ""x2"": 391, ""y2"": 298}"
33261,neutral,0.7351,"{""x1"": 704, ""y1"": 455, ""x2"": 861, ""y2"": 832}"
33262,fear,0.5859,"{""x1"": 439, ""y1"": 407, ""x2"": 570, ""y2"": 734}"
33263,neutral,0.6814,"{""x1"": 124, ""y1"": 454, ""x2"": 192, ""y2"": 809}"
33264,happy,0.6856,"{""x1"": 790, ""y1"": 211, ""x2"": 856, ""y2"": 465}"
33265,fear,0.6104,"{""x1"": 190, ""y1"": 316, ""x2"": 339, ""y2"": 614}"
33266,happy,0.7589,"{""x1"": 242, ""y1"": 140, ""x2"": 329, ""y2"": 298}"
33267,happy,0.7705,"{""x1"": 587, ""y1"": 184, ""x2"": 755, ""y2"": 556}"
33268,happy,0.5529,"{""x1"": 156, ""y1"": 284, ""x2"": 314, ""y2"": 628}"
33269,happy,0.9514,"{""x1"": 585, ""y1"": 190, ""x2"": 658, ""y2"": 390}"
33270,happy,0.6297,"{""x1"": 61, ""y1"": 218, ""x2"": 148, ""y2"": 544}"
33271,fear,0.8064,"{""x1"": 59, ""y1"": 278, ""x2"": 204, ""y2"": 450}"
33272,happy,0.9678,"{""x1"": 650, ""y1"": 371, ""x2"": 738, ""y2"": 679}"
33273,happy,0.8654,"{""x1"": 762, ""y1"": 353, ""x2"": 902, ""y2"": 526}"
33274,neutral,0.7605,"{""x1"": 685, ""y1"": 91, ""x2"": 751, ""y2"": 458}"
33275,neutral,0.9252,"{""x1"": 365, ""y1"": 331, ""x2"": 539, ""y2"": 634}"
33276,happy,0.879,"{""x1"": 309, ""y1"": 354, ""x2"": 466, ""y2"": 590}"
33277,neutral,0.7525,"{""x1"": 455, ""y1"": 57, ""x2"": 585, ""y2"": 267}"
33278,angry,0.9203,"{""x1"": 731, ""y1"": 274, ""x2"": 864, ""y2"": 508}"
33279,disgust,0.8701,"{""x1"": 332, ""y1"": 166, ""x2"": 393, ""y2"": 519}"
33280,surprise,0.8346,"{""x1"": 450, ""y1"": 477, ""x2"": 521, ""y2"": 872}"
33281,fear,0.7801,"{""x1"": 263, ""y1"": 216, ""x2"": 429, ""y2"": 442}"
33282,sad,0.9836,"{""x1"": 408, ""y1"": 483, ""x2"": 541, ""y2"": 828}"
33283,happy,0.8702,"{""x1"": 786, ""y1"": 172, ""x2"": 884, ""y2"": 326}"
33284,disgust,0.8017,"{""x1"": 789, ""y1"": 413, ""x2"": 854, ""y2"": 567}"
33285,neutral,0.8481,"{""x1"": 327, ""y1"": 200, ""x2"": 416, ""y2"": 377}"
33286,neutral,0.7845,"{""x1"": 444, ""y1"": 451, ""x2"": 583, ""y2"": 700}"
34515,happy,0.5671,"{""x1"": 508, ""y1"": 216, ""x2"": 655, ""y2"": 577}"
34516,neutral,0.7614,"{""x1"": 274, ""y1"": 99, ""x2"": 447, ""y2"": 499}"
34517,happy,0.7309,"{""x1"": 368, ""y1"": 325, ""x2"": 548, ""y2"": 499}"
34518,neutral,0.6932,"{""x1"": 764, ""y1"": 217, ""x2"": 854, ""y2"": 431}"
34519,happy,0.9667,"{""x1"": 493, ""y1"": 488, ""x2"": 590, ""y2"": 663}"
34520,happy,0.8277,"{""x1"": 613, ""y1"": 157, ""x2"": 753, ""y2"": 445}"
34521,neutral,0.7624,"{""x1"": 676, ""y1"": 380, ""x2"": 845, ""y2"": 545}"
34522,happy,0.9168,"{""x1"": 159, ""y1"": 410, ""x2"": 292, ""y2"": 638}"
34523,happy,0.5577,"{""x1"": 514, ""y1"": 259, ""x2"": 640, ""y2"": 606}"
34524,sad,0.7364,"{""x1"": 127, ""y1"": 193, ""x2"": 299, ""y2"": 522}"
34525,happy,0.5805,"{""x1"": 526, ""y1"": 353, ""x2"": 683, ""y2"": 658}"
34526,neutral,0.8482,"{""x1"": 170, ""y1"": 393, ""x2"": 337, ""y2"": 692}"
34527,neutral,0.9256,"{""x1"": 324, ""y1"": 188, ""x2"": 443, ""y2"": 412}"
34528,neutral,0.8,"{""x1"": 728, ""y1"": 156, ""x2"": 897, ""y2"": 501}"
34529,happy,0.7276,"{""x1"": 426, ""y1"": 366, ""x2"": 524, ""y2"": 671}"
34530,fear,0.8809,"{""x1"": 675, ""y1"": 190, ""x2"": 849, ""y2"": 402}"
34531,angry,0.5643,"{""x1"": 172, ""y1"": 407, ""x2"": 290, ""y2"": 580}"
34532,happy,0.7559,"{""x1"": 655, ""y1"": 341, ""x2"": 788, ""y2"": 605}"
34533,neutral,0.8875,"{""x1"": 646, ""y1"": 110, ""x2"": 717, ""y2"": 477}"
34534,happy,0.5702,"{""x1"": 215, ""y1"": 234, ""x2"": 317, ""y2"": 600}"
34535,neutral,0.5993,"{""x1"": 243, ""y1"": 176, ""x2"": 350, ""y2"": 487}"
34536,neutral,0.8487,"{""x1"": 151, ""y1"": 428, ""x2"": 308, ""y2"": 710}"
34537,neutral,0.9405,"{""x1"": 547, ""y1"": 209, ""x2"": 632, ""y2"": 520}"
34538,neutral,0.6006,"{""x1"": 541, ""y1"": 156, ""x2"": 656, ""y2"": 551}"
34539,neutral,0.8353,"{""x1"": 408, ""y1"": 81, ""x2"": 518, ""y2"": 454}"
34540,angry,0.6047,"{""x1"": 640, ""y1"": 334, ""x2"": 700, ""y2"": 535}"
34541,neutral,0.6727,"{""x1"": 264, ""y1"": 137, ""x2"": 327, ""y2"": 331}"
34542,fear,0.8965,"{""x1"": 359, ""y1"": 406, ""x2"": 468, ""y2"": 797}"
34543,neutral,0.5691,"{""x1"": 395, ""y1"": 443, ""x2"": 559, ""y2"": 623}"
34544,neutral,0.8731,"{""x1"": 120, ""y1"": 202, ""x2"": 274, ""y2"": 577}"
34545,angry,0.9271,"{""x1"": 306, ""y1"": 212, ""x2"": 405, ""y2"": 596}"
34546,neutral,0.692,"{""x1"": 108, ""y1"": 252, ""x2"": 275, ""y2"": 631}"
34547,happy,0.7655,"{""x1"": 143, ""y1"": 369, ""x2"": 304, ""y2"": 695}"
34548,neutral,0.7783,"{""x1"": 295, ""y1"": 419, ""x2"": 455, ""y2"": 771}"
34549,neutral,0.564,"{""x1"": 576, ""y1"": 104, ""x2"": 663, ""y2"": 401}"
34550,neutral,0.6173,"{""x1"": 264, ""y1"": 458, ""x2"": 393, ""y2"": 673}"
34551,neutral,0.8484,"{""x1"": 741, ""y1"": 364, ""x2"": 910, ""y2"": 730}"
34552,sad,0.989,"{""x1"": 469, ""y1"": 256, ""x2"": 592, ""y2"": 526}"
34553,happy,0.9769,"{""x1"": 212, ""y1"": 253, ""x2"": 300, ""y2"": 415}"
34554,disgust,0.6155,"{""x1"": 81, ""y1"": 89, ""x2"": 195, ""y2"": 392}"
34555,happy,0.7965,"{""x1"": 724, ""y1"": 138, ""x2"": 881, ""y2"": 447}"
34556,neutral,0.6524,"{""x1"": 658, ""y1"": 249, ""x2"": 825, ""y2"": 648}"
34557,happy,0.9293,"{""x1"": 469, ""y1"": 150, ""x2"": 562, ""y2"": 345}"
34558,happy,0.6495,"{""x1"": 754, ""y1"": 117, ""x2"": 848, ""y2"": 284}"
34559,angry,0.7848,"{""x1"": 766, ""y1"": 77, ""x2"": 895, ""y2"": 353}"
34560,neutral,0.6964,"{""x1"": 718, ""y1"": 361, ""x2"": 853, ""y2"": 712}"
34561,disgust,0.5611,"{""x1"": 675, ""y1"": 321, ""x2"": 815, ""y2"": 527}"
34562,sad,0.6915,"{""x1"": 594, ""y1"": 375, ""x2"": 668, ""y2"": 630}"
34563,happy,0.858,"{""x1"": 284, ""y1"": 257, ""x2"": 453, ""y2"": 641}"
34564,neutral,0.9762,"{""x1"": 486, ""y1"": 347, ""x2"": 634, ""y2"": 568}"
34565,neutral,0.7953,"{""x1"": 639, ""y1"": 103, ""x2"": 767, ""y2"": 395}"
34566,neutral,0.9832,"{""x1"": 110, ""y1"": 336, ""x2"": 205, ""y2"": 519}"
34567,sad,0.6634,"{""x1"": 172, ""y1"": 344, ""x2"": 341, ""y2"": 697}"
34568,neutral,0.6016,"{""x1"": 526, ""y1"": 326, ""x2"": 615, ""y2"": 719}"
34569,neutral,0.8489,"{""x1"": 791, ""y1"": 160, ""x2"": 869, ""y2"": 399}"
34570,neutral,0.8436,"{""x1"": 449, ""y1"": 267, ""x2"": 519, ""y2"": 514}"
34571,neutral,0.9809,"{""x1"": 444, ""y1"": 371, ""x2"": 530, ""y2"": 733}"
34572,happy,0.9746,"{""x1"": 747, ""y1"": 135, ""x2"": 851, ""y2"": 322}"
34573,neutral,0.7106,"{""x1"": 304, ""y1"": 79, ""x2"": 413, ""y2"": 246}"
34574,neutral,0.9793,"{""x1"": 674, ""y1"": 108, ""x2"": 751, ""y2"": 306}"
34575,happy,0.9786,"{""x1"": 178, ""y1"": 135, ""x2"": 303, ""y2"": 339}"
34576,happy,0.6721,"{""x1"": 438, ""y1"": 282, ""x2"": 615, ""y2"": 524}"
34577,sad,0.6534,"{""x1"": 701, ""y1"": 313, ""x2"": 858, ""y2"": 544}"
34578,neutral,0.804,"{""x1"": 733, ""y1"": 399, ""x2"": 890, ""y2"": 638}"
34579,neutral,0.9359,"{""x1"": 797, ""y1"": 220, ""x2"": 863, ""y2"": 526}"
34580,happy,0.7609,"{""x1"": 525, ""y1"": 192, ""x2"": 626, ""y2"": 581}"
34581,happy,0.5506,"{""x1"": 91, ""y1"": 400, ""x2"": 188, ""y2"": 784}"
34582,surprise,0.7851,"{""x1"": 161, ""y1"": 219, ""x2"": 275, ""y2"": 480}"
34583,neutral,0.601,"{""x1"": 706, ""y1"": 229, ""x2"": 804, ""y2"": 550}"
34584,sad,0.6983,"{""x1"": 725, ""y1"": 243, ""x2"": 904, ""y2"": 447}"
34585,sad,0.6348,"{""x1"": 93, ""y1"": 378, ""x2"": 268, ""y2"": 583}"
34586,neutral,0.7297,"{""x1"": 744, ""y1"": 311, ""x2"": 911, ""y2"": 468}"
34587,neutral,0.9139,"{""x1"": 564, ""y1"": 215, ""x2"": 737, ""y2"": 493}"
34588,neutral,0.7331,"{""x1"": 693, ""y1"": 401, ""x2"": 812, ""y2"": 749}"
34589,neutral,0.8928,"{""x1"": 713, ""y1"": 314, ""x2"": 777, ""y2"": 512}"
34590,neutral,0.6022,"{""x1"": 136, ""y1"": 93, ""x2"": 277, ""y2"": 427}"
34591,happy,0.6168,"{""x1"": 553, ""y1"": 415, ""x2"": 632, ""y2"": 634}"
34592,neutral,0.7236,"{""x1"": 142, ""y1"": 461, ""x2"": 273, ""y2"": 851}"
34593,happy,0.7656,"{""x1"": 137, ""y1"": 116, ""x2"": 279, ""y2"": 301}"
34594,neutral,0.6123,"{""x1"": 518, ""y1"": 69, ""x2"": 587, ""y2"": 329}"
34595,happy,0.8988,"{""x1"": 440, ""y1"": 335, ""x2"": 527, ""y2"": 681}"
34596,neutral,0.8637,"{""x1"": 123, ""y1"": 128, ""x2"": 297, ""y2"": 447}"
34597,neutral,0.7007,"{""x1"": 171, ""y1"": 359, ""x2"": 231, ""y2"": 547}"
34598,happy,0.6724,"{""x1"": 53, ""y1"": 109, ""x2"": 204, ""y2"": 420}"
34599,happy,0.8826,"{""x1"": 366, ""y1"": 348, ""x2"": 528, ""y2"": 720}"
34600,sad,0.6302,"{""x1"": 716, ""y1"": 474, ""x2"": 871, ""y2"": 732}"
35442,neutral,0.9055,"{""x1"": 403, ""y1"": 443, ""x2"": 539, ""y2"": 830}"
35443,happy,0.7203,"{""x1"": 341, ""y1"": 480, ""x2"": 453, ""y2"": 841}"
35444,fear,0.6358,"{""x1"": 787, ""y1"": 405, ""x2"": 922, ""y2"": 733}"
35445,neutral,0.5643,"{""x1"": 215, ""y1"": 195, ""x2"": 287, ""y2"": 474}"
35446,neutral,0.8255,"{""x1"": 532, ""y1"": 327, ""x2"": 651, ""y2"": 702}"
35447,sad,0.9584,"{""x1"": 103, ""y1"": 69, ""x2"": 256, ""y2"": 241}"
35448,surprise,0.635,"{""x1"": 687, ""y1"": 181, ""x2"": 852, ""y2"": 451}"
35449,happy,0.8832,"{""x1"": 683, ""y1"": 373, ""x2"": 816, ""y2"": 652}"
35450,neutral,0.9821,"{""x1"": 227, ""y1"": 103, ""x2"": 302, ""y2"": 335}"
35451,happy,0.6609,"{""x1"": 189, ""y1"": 279, ""x2"": 350, ""y2"": 662}"
35452,happy,0.5688,"{""x1"": 242, ""y1"": 143, ""x2"": 360, ""y2"": 486}"
35453,neutral,0.9253,"{""x1"": 74, ""y1"": 302, ""x2"": 167, ""y2"": 634}"
35454,neutral,0.6087,"{""x1"": 457, ""y1"": 164, ""x2"": 625, ""y2"": 507}"
35455,happy,0.6561,"{""x1"": 367, ""y1"": 282, ""x2"": 480, ""y2"": 445}"
35456,happy,0.8709,"{""x1"": 82, ""y1"": 338, ""x2"": 228, ""y2"": 589}"
35457,neutral,0.7241,"{""x1"": 560, ""y1"": 420, ""x2"": 620, ""y2"": 759}"
35458,disgust,0.8449,"{""x1"": 588, ""y1"": 465, ""x2"": 718, ""y2"": 683}"
35459,neutral,0.6995,"{""x1"": 495, ""y1"": 149, ""x2"": 643, ""y2"": 490}"
35460,happy,0.8707,"{""x1"": 645, ""y1"": 113, ""x2"": 768, ""y2"": 325}"
35461,happy,0.5925,"{""x1"": 311, ""y1"": 500, ""x2"": 428, ""y2"": 861}"
35462,happy,0.8703,"{""x1"": 761, ""y1"": 371, ""x2"": 871, ""y2"": 695}"
35463,happy,0.7229,"{""x1"": 499, ""y1"": 376, ""x2"": 600, ""y2"": 746}"
35464,neutral,0.6739,"{""x1"": 409, ""y1"": 215, ""x2"": 492, ""y2"": 419}"
35465,neutral,0.9199,"{""x1"": 638, ""y1"": 389, ""x2"": 736, ""y2"": 762}"
35466,happy,0.6324,"{""x1"": 506, ""y1"": 358, ""x2"": 589, ""y2"": 560}"
35467,neutral,0.8097,"{""x1"": 155, ""y1"": 402, ""x2"": 259, ""y2"": 630}"
35468,neutral,0.6503,"{""x1"": 371, ""y1"": 436, ""x2"": 500, ""y2"": 814}"
35469,happy,0.6409,"{""x1"": 403, ""y1"": 181, ""x2"": 575, ""y2"": 532}"
35470,surprise,0.7662,"{""x1"": 701, ""y1"": 474, ""x2"": 834, ""y2"": 816}"
35471,happy,0.936,"{""x1"": 583, ""y1"": 328, ""x2"": 669, ""y2"": 540}"
35472,angry,0.6217,"{""x1"": 97, ""y1"": 366, ""x2"": 219, ""y2"": 682}"
35473,neutral,0.851,"{""x1"": 369, ""y1"": 93, ""x2"": 516, ""y2"": 486}"
35474,neutral,0.5912,"{""x1"": 309, ""y1"": 295, ""x2"": 472, ""y2"": 446}"
35475,happy,0.6994,"{""x1"": 605, ""y1"": 335, ""x2"": 687, ""y2"": 666}"
35476,neutral,0.7519,"{""x1"": 799, ""y1"": 130, ""x2"": 872, ""y2"": 502}"
35477,neutral,0.7167,"{""x1"": 194, ""y1"": 194, ""x2"": 328, ""y2"": 386}"
35478,sad,0.8066,"{""x1"": 769, ""y1"": 286, ""x2"": 885, ""y2"": 663}"
35479,neutral,0.737,"{""x1"": 449, ""y1"": 444, ""x2"": 574, ""y2"": 704}"
35480,neutral,0.7156,"{""x1"": 598, ""y1"": 451, ""x2"": 777, ""y2"": 685}"
35481,angry,0.6734,"{""x1"": 568, ""y1"": 92, ""x2"": 694, ""y2"": 490}"
35482,happy,0.7482,"{""x1"": 652, ""y1"": 356, ""x2"": 789, ""y2"": 755}"
35483,neutral,0.6567,"{""x1"": 591, ""y1"": 178, ""x2"": 704, ""y2"": 424}"
35484,neutral,0.6741,"{""x1"": 567, ""y1"": 417, ""x2"": 704, ""y2"": 792}"
35485,angry,0.6173,"{""x1"": 379, ""y1"": 112, ""x2"": 535, ""y2"": 369}"
35486,neutral,0.9153,"{""x1"": 123, ""y1"": 121, ""x2"": 193, ""y2"": 450}"
35487,surprise,0.8326,"{""x1"": 210, ""y1"": 374, ""x2"": 342, ""y2"": 699}"
35488,happy,0.725,"{""x1"": 562, ""y1"": 141, ""x2"": 655, ""y2"": 451}"
35489,neutral,0.5515,"{""x1"": 209, ""y1"": 353, ""x2"": 349, ""y2"": 693}"
35490,fear,0.5799,"{""x1"": 287, ""y1"": 107, ""x2"": 429, ""y2"": 438}"
35491,neutral,0.5758,"{""x1"": 546, ""y1"": 402, ""x2"": 704, ""y2"": 666}"
35492,neutral,0.927,"{""x1"": 799, ""y1"": 404, ""x2"": 910, ""y2"": 706}"
35493,angry,0.6119,"{""x1"": 374, ""y1"": 84, ""x2"": 476, ""y2"": 408}"
35494,neutral,0.8714,"{""x1"": 413, ""y1"": 423, ""x2"": 540, ""y2"": 719}"
35495,neutral,0.7022,"{""x1"": 176, ""y1"": 439, ""x2"": 292, ""y2"": 667}"
35496,sad,0.7401,"{""x1"": 394, ""y1"": 195, ""x2"": 508, ""y2"": 526}"
35497,neutral,0.6816,"{""x1"": 135, ""y1"": 331, ""x2"": 276, ""y2"": 694}"
35498,happy,0.7754,"{""x1"": 576, ""y1"": 479, ""x2"": 676, ""y2"": 720}"
35499,surprise,0.8192,"{""x1"": 732, ""y1"": 142, ""x2"": 812, ""y2"": 473}"
35500,disgust,0.5608,"{""x1"": 267, ""y1"": 253, ""x2"": 357, ""y2"": 470}"
35501,neutral,0.6178,"{""x1"": 378, ""y1"": 65, ""x2"": 489, ""y2"": 393}"
35502,neutral,0.7502,"{""x1"": 459, ""y1"": 67, ""x2"": 594, ""y2"": 223}"
35503,neutral,0.8394,"{""x1"": 747, ""y1"": 223, ""x2"": 916, ""y2"": 605}"
35504,neutral,0.8068,"{""x1"": 209, ""y1"": 65, ""x2"": 358, ""y2"": 459}"
35505,happy,0.566,"{""x1"": 221, ""y1"": 82, ""x2"": 337, ""y2"": 449}"
35506,neutral,0.6053,"{""x1"": 154, ""y1"": 201, ""x2"": 257, ""y2"": 542}"
35507,neutral,0.5805,"{""x1"": 608, ""y1"": 274, ""x2"": 668, ""y2"": 563}"
35508,happy,0.5695,"{""x1"": 361, ""y1"": 92, ""x2"": 514, ""y2"": 395}"
35509,happy,0.7144,"{""x1"": 161, ""y1"": 486, ""x2"": 328, ""y2"": 668}"
35510,sad,0.6668,"{""x1"": 337, ""y1"": 52, ""x2"": 516, ""y2"": 300}"
35511,neutral,0.9372,"{""x1"": 321, ""y1"": 451, ""x2"": 384, ""y2"": 792}"
35512,happy,0.8121,"{""x1"": 239, ""y1"": 176, ""x2"": 341, ""y2"": 444}"
35513,neutral,0.6455,"{""x1"": 730, ""y1"": 58, ""x2"": 843, ""y2"": 287}"
35514,happy,0.5685,"{""x1"": 748, ""y1"": 430, ""x2"": 817, ""y2"": 634}"
35515,neutral,0.9651,"{""x1"": 639, ""y1"": 241, ""x2"": 801, ""y2"": 539}"
35516,neutral,0.5992,"{""x1"": 700, ""y1"": 257, ""x2"": 803, ""y2"": 544}"
35517,fear,0.5902,"{""x1"": 336, ""y1"": 62, ""x2"": 491, ""y2"": 417}"
35518,surprise,0.5706,"{""x1"": 733, ""y1"": 122, ""x2"": 834, ""y2"": 522}"
35519,neutral,0.558,"{""x1"": 727, ""y1"": 365, ""x2"": 853, ""y2"": 545}"
35520,neutral,0.8336,"{""x1"": 750, ""y1"": 452, ""x2"": 837, ""y2"": 610}"
35521,neutral,0.8505,"{""x1"": 554, ""y1"": 188, ""x2"": 657, ""y2"": 482}"
35522,happy,0.9082,"{""x1"": 713, ""y1"": 175, ""x2"": 861, ""y2"": 573}"
35523,happy,0.6553,"{""x1"": 692, ""y1"": 380, ""x2"": 867, ""y2"": 718}"
35524,neutral,0.5547,"{""x1"": 260, ""y1"": 420, ""x2"": 331, ""y2"": 648}"
35525,happy,0.6634,"{""x1"": 799, ""y1"": 330, ""x2"": 885, ""y2"": 713}"
35526,neutral,0.9534,"{""x1"": 599, ""y1"": 419, ""x2"": 751, ""y2"": 574}"
35527,angry,0.5806,"{""x1"": 183, ""y1"": 330, ""x2"": 285, ""y2"": 561}"
35528,sad,0.965,"{""x1"": 350, ""y1"": 435, ""x2"": 491, ""y2"": 749}"
35529,happy,0.5531,"{""x1"": 359, ""y1"": 246, ""x2"": 519, ""y2"": 411}"
35530,happy,0.9849,"{""x1"": 391, ""y1"": 487, ""x2"": 530, ""y2"": 710}"
35531,surprise,0.9237,"{""x1"": 85, ""y1"": 431, ""x2"": 224, ""y2"": 619}"
35532,happy,0.9514,"{""x1"": 416, ""y1"": 485, ""x2"": 481, ""y2"": 863}"
35533,happy,0.7503,"{""x1"": 547, ""y1"": 168, ""x2"": 715, ""y2"": 319}"
35534,neutral,0.6899,"{""x1"": 398, ""y1"": 173, ""x2"": 521, ""y2"": 530}"
35535,surprise,0.9038,"{""x1"": 496, ""y1"": 234, ""x2"": 613, ""y2"": 468}"
35536,neutral,0.7137,"{""x1"": 750, ""y1"": 134, ""x2"": 915, ""y2"": 323}"
35537,happy,0.8557,"{""x1"": 524, ""y1"": 162, ""x2"": 617, ""y2"": 513}"
35538,surprise,0.5586,"{""x1"": 719, ""y1"": 251, ""x2"": 798, ""y2"": 448}"
35539,happy,0.715,"{""x1"": 279, ""y1"": 248, ""x2"": 432, ""y2"": 468}"
35540,happy,0.8499,"{""x1"": 69, ""y1"": 411, ""x2"": 169, ""y2"": 739}"
35541,happy,0.8796,"{""x1"": 572, ""y1"": 420, ""x2"": 641, ""y2"": 770}"
35542,neutral,0.8316,"{""x1"": 445, ""y1"": 309, ""x2"": 584, ""y2"": 600}"
